Kode Produk,Nama Produk,Kuantitas Terjual,Kuantitas Retur,Satuan,Total Nilai terjual,Total Nilai Retur,Harga Penjualan Rata-rata,date
FGB80001	,ZIZI Aromatherapy Citrus 8 ml,74.17,-0.0,Box,10680000.0,0.0,143993.52838074692,2019-07-31
FGB80003	,ZIZI Aromatherapy Hot 8 ml,73.59,-0.0,Box,10596000.0,0.0,143986.95474928658,2019-07-31
FGB80004	,ZIZI Aromatherapy Kids 8 ml,74.67,-0.0,Box,10752000.0,0.0,143993.5717155484,2019-07-31
FGB70006	,ZIZI Body Wash Mild 100 ml,130.08,-0.0,Box,60468500.0,0.0,464856.2423124231,2019-07-31
FGB70007	,ZIZI Body Wash Mild 250 ml,144.605,-0.0,Box,86760000.0,0.0,599979.2538293973,2019-07-31
FGB70008	,ZIZI Body Wash Mild Refill 450 ml,3.0,-0.0,Box,1260000.0,0.0,420000.0,2019-07-31
FGB80001	,ZIZI Aromatherapy Citrus 8 ml,180.33,-0.0,Box,26135864.0,0.0,144933.53296733764,2019-08-31
FGB80003	,ZIZI Aromatherapy Hot 8 ml,149.17,-0.0,Box,21595773.0,0.0,144772.89669504593,2019-08-31
FGB80004	,ZIZI Aromatherapy Kids 8 ml,128.42,-0.0,Box,18655364.0,0.0,145268.36941286403,2019-08-31
FGB70006	,ZIZI Body Wash Mild 100 ml,260.2237,-0.0,Box,120149608.0,0.0,461716.62304394256,2019-08-31
FGB70007	,ZIZI Body Wash Mild 250 ml,327.1,-0.0,Box,196427891.0,0.0,600513.2711708958,2019-08-31
FGB70008	,ZIZI Body Wash Mild Refill 450 ml,329.25,-0.0,Box,138367000.0,0.0,420249.0508731968,2019-08-31
FGB80001	,ZIZI Aromatherapy Citrus 8 ml,140.5,-0.0,Box,19918080.0,0.0,141765.69395017793,2019-09-30
FGB80002	,ZIZI Aromatherapy Coffee 8 ml,122.0,-0.0,Box,17176320.0,0.0,140789.50819672132,2019-09-30
FGB80003	,ZIZI Aromatherapy Hot 8 ml,168.17,-0.0,Box,23671200.0,0.0,140757.56674793363,2019-09-30
FGB80004	,ZIZI Aromatherapy Kids 8 ml,182.0,-0.0,Box,25763040.0,0.0,141555.16483516485,2019-09-30
FGB80005	,ZIZI Aromatherapy Lemongrass 8 ml,91.33,-0.0,Box,12832320.0,0.0,140504.9819336472,2019-09-30
FGB70006	,ZIZI Body Wash Mild 100 ml,213.247,-0.0,Box,96072284.0,0.0,450521.1515285091,2019-09-30
FGB70007	,ZIZI Body Wash Mild 250 ml,268.18,-0.0,Box,156446499.99999997,0.0,583363.7855171899,2019-09-30
FGB70008	,ZIZI Body Wash Mild Refill 450 ml,546.38,-0.0,Box,223709598.85999897,0.0,409439.5820857261,2019-09-30
FGB80001	,ZIZI Aromatherapy Citrus 8 ml,158.0,-0.0,Box,22107047.5,0.0,139918.0221518987,2019-10-31
FGB80002	,ZIZI Aromatherapy Coffee 8 ml,99.0,-0.0,Box,13727655.0,0.0,138663.1818181818,2019-10-31
FGB80003	,ZIZI Aromatherapy Hot 8 ml,163.17,-0.0,Box,22831575.0,0.0,139925.07813936385,2019-10-31
FGB80004	,ZIZI Aromatherapy Kids 8 ml,138.0,-0.0,Box,19364567.5,0.0,140322.95289855072,2019-10-31
FGB80005	,ZIZI Aromatherapy Lemongrass 8 ml,118.17,-0.0,Box,16407735.0,0.0,138848.56562579333,2019-10-31
FGB70006	,ZIZI Body Wash Mild 100 ml,250.0,-0.0,Box,111984510.0,0.0,447938.04,2019-10-31
FGP70009	,ZIZI Body Wash Mild 25 ml (pcs),1000.0,-0.0,pcs,1900000.0,0.0,1900.0,2019-10-31
FGB70007	,ZIZI Body Wash Mild 250 ml,359.03,-0.0,Box,207834510.0,0.0,578877.8375066151,2019-10-31
FGB70008	,ZIZI Body Wash Mild Refill 450 ml,542.33,-0.0,Box,219264500.0,0.0,404300.8869138716,2019-10-31
FGM80006	,ZIZI Parfum Kasturi 30 ml (pcs),34.0,-0.0,pcs,2569200.0,0.0,75564.70588235294,2019-10-31
FGB80001	,ZIZI Aromatherapy Citrus 8 ml,160.083333,-0.0,Box,22214618.645088445,0.0,138769.09125254437,2019-11-30
FGB80002	,ZIZI Aromatherapy Coffee 8 ml,68.083333,-0.0,Box,9495819.18705307,0.0,139473.4771144807,2019-11-30
FGB80003	,ZIZI Aromatherapy Hot 8 ml,122.083333,-0.0,Box,16872922.645088445,0.0,138208.240473648,2019-11-30
FGB80004	,ZIZI Aromatherapy Kids 8 ml,119.083333,-0.0,Box,16422938.645088444,0.0,137911.3116114112,2019-11-30
FGB80005	,ZIZI Aromatherapy Lemongrass 8 ml,80.083333,-0.0,Box,11055338.645088444,0.0,138047.9337078596,2019-11-30
FGB70006	,ZIZI Body Wash Mild 100 ml,193.0,-0.0,Box,84772372.17538577,0.0,439235.08899163606,2019-11-30
FGB70007	,ZIZI Body Wash Mild 250 ml,216.0,-0.0,Box,123834935.32179148,0.0,573309.8857490346,2019-11-30
FGB70008	,ZIZI Body Wash Mild Refill 450 ml,547.0,-0.0,Box,217761580.2408732,0.0,398101.6092154902,2019-11-30
FGM80006	,ZIZI Parfum Kasturi 30 ml (pcs),608.0,-0.0,pcs,45895998.49454272,0.0,75486.8396291821,2019-11-30
FGB80001	,ZIZI Aromatherapy Citrus 8 ml,161.0,-0.0,Box,22408980.0,0.0,139186.21118012423,2019-12-31
FGB80002	,ZIZI Aromatherapy Coffee 8 ml,93.0,-0.0,Box,12974100.0,0.0,139506.4516129032,2019-12-31
FGB80003	,ZIZI Aromatherapy Hot 8 ml,119.0,-0.0,Box,16542420.0,0.0,139011.93277310923,2019-12-31
FGB80004	,ZIZI Aromatherapy Kids 8 ml,145.0,-0.0,Box,20174400.0,0.0,139133.7931034483,2019-12-31
FGB80005	,ZIZI Aromatherapy Lemongrass 8 ml,93.0,-0.0,Box,13006500.0,0.0,139854.8387096774,2019-12-31
FGB70006	,ZIZI Body Wash Mild 100 ml,178.1,-0.0,Box,79015465.0,0.0,443657.86075238633,2019-12-31
FGB70007	,ZIZI Body Wash Mild 250 ml,244.0,-0.0,Box,139920000.0,0.0,573442.6229508197,2019-12-31
FGB70008	,ZIZI Body Wash Mild Refill 450 ml,536.0,-0.0,Box,214101300.0,0.0,399442.723880597,2019-12-31
FGM80006	,ZIZI Parfum Kasturi 30 ml (pcs),342.0,-0.0,pcs,26592000.0,0.0,77754.38596491229,2019-12-31
FGB80007	,ZIZI Parfum Kasturi 8 ml,7.167,-0.0,Box,1263000.0,0.0,176224.36165759733,2019-12-31
FGB80008	,ZIZI Toothpaste 120 gr,146.0,-0.0,Box,121416840.0,0.0,831622.1917808219,2019-12-31
MKG90005	,Display ZIZI (pcs),130.0,-0.0,pcs,1827000.0,0.0,14053.846153846152,2020-01-31
FGB80001	,ZIZI Aromatherapy Citrus 8 ml,132.0,-0.0,Box,17848080.0,0.0,135212.7272727273,2020-01-31
FGB80002	,ZIZI Aromatherapy Coffee 8 ml,83.0,-0.0,Box,11242800.0,0.0,135455.421686747,2020-01-31
FGB80003	,ZIZI Aromatherapy Hot 8 ml,125.0,-0.0,Box,16917120.0,0.0,135336.96,2020-01-31
FGB80004	,ZIZI Aromatherapy Kids 8 ml,124.0,-0.0,Box,16805520.0,0.0,135528.3870967742,2020-01-31
FGB80005	,ZIZI Aromatherapy Lemongrass 8 ml,103.0,-0.0,Box,13899600.0,0.0,134947.572815534,2020-01-31
FGB70006	,ZIZI Body Wash Mild 100 ml,91.0,-0.0,Box,38588550.0,0.0,424050.0,2020-01-31
FGP70009	,ZIZI Body Wash Mild 25 ml (pcs),200.0,-0.0,pcs,380000.0,0.0,1900.0,2020-01-31
FGB70007	,ZIZI Body Wash Mild 250 ml,143.0,-0.0,Box,79875000.0,0.0,558566.4335664336,2020-01-31
FGB70008	,ZIZI Body Wash Mild Refill 450 ml,286.0,-0.0,Box,112329000.0,0.0,392758.7412587413,2020-01-31
FGM80006	,ZIZI Parfum Kasturi 30 ml (pcs),136.0,-0.0,pcs,10303200.0,0.0,75758.82352941176,2020-01-31
FGB80007	,ZIZI Parfum Kasturi 8 ml,71.667,-0.0,Box,11929500.000000976,0.0,166457.36531459354,2020-01-31
FGB80008	,ZIZI Toothpaste 120 gr,99.458,-0.0,Box,82858008.0,0.0,833095.4573789941,2020-01-31
MKG90005	,Display ZIZI (pcs),57.0,-0.0,pcs,836250.0,0.0,14671.052631578948,2020-02-29
MKG90008	,Spanduk ZIZI 2X1 m,1.0,-0.0,pcs,45000.0,0.0,45000.0,2020-02-29
FGB80001	,ZIZI Aromatherapy Citrus 8 ml,99.0,-0.0,Box,13494239.990598517,0.0,136305.45445049007,2020-02-29
FGB80002	,ZIZI Aromatherapy Coffee 8 ml,52.0,-0.0,Box,7159679.996866173,0.0,137686.15378588793,2020-02-29
FGB80003	,ZIZI Aromatherapy Hot 8 ml,101.0,-0.0,Box,13773439.996866172,0.0,136370.69303827893,2020-02-29
FGB80004	,ZIZI Aromatherapy Kids 8 ml,86.0,-0.0,Box,11738159.993732344,0.0,136490.23248525982,2020-02-29
FGB80005	,ZIZI Aromatherapy Lemongrass 8 ml,65.0,-0.0,Box,8884079.993732346,0.0,136678.15374972837,2020-02-29
FGB70006	,ZIZI Body Wash Mild 100 ml,108.0,-0.0,Box,47047769.96983691,0.0,435627.4997207121,2020-02-29
FGB70007	,ZIZI Body Wash Mild 250 ml,144.0,-0.0,Box,81572999.94776954,0.0,566479.1663039553,2020-02-29
FGB70008	,ZIZI Body Wash Mild Refill 450 ml,639.0,-0.0,Box,251485499.95429835,0.0,393561.0327923292,2020-02-29
FGM80006	,ZIZI Parfum Kasturi 30 ml (pcs),79.0,-0.0,pcs,6017999.991294924,0.0,76177.21507968257,2020-02-29
FGB80007	,ZIZI Parfum Kasturi 8 ml,141.167,-0.0,Box,23834099.96082816,0.0,168836.20081767096,2020-02-29
FGB80008	,ZIZI Toothpaste 120 gr,45.0,-0.0,Box,37648223.96176729,0.0,836627.1991503845,2020-02-29
MKG90005	,Display ZIZI (pcs),86.0,-0.0,pcs,1263750.0,0.0,14694.767441860464,2020-03-31
MKG90010	,Polo ZIZI,4.0,-0.0,pcs,323000.0,0.0,80750.0,2020-03-31
FGB80001	,ZIZI Aromatherapy Citrus 8 ml,76.0,-0.0,Box,10306655.98618082,0.0,135613.8945550108,2020-03-31
FGB80002	,ZIZI Aromatherapy Coffee 8 ml,40.416667,-0.0,Box,5488799.98618082,0.0,135805.3593627802,2020-03-31
FGB80003	,ZIZI Aromatherapy Hot 8 ml,86.0,-0.0,Box,11851055.98618082,0.0,137802.9765834979,2020-03-31
FGB80004	,ZIZI Aromatherapy Kids 8 ml,68.083333,-0.0,Box,9364655.98618082,0.0,137546.96742271443,2020-03-31
FGB80005	,ZIZI Aromatherapy Lemongrass 8 ml,52.0,-0.0,Box,7022015.98618082,0.0,135038.76896501577,2020-03-31
FGB70006	,ZIZI Body Wash Mild 100 ml,62.57,-0.0,Box,27771589.955663465,0.0,443848.32916195405,2020-03-31
FGB70007	,ZIZI Body Wash Mild 250 ml,79.0,-0.0,Box,45237599.91363013,0.0,572627.8470079763,2020-03-31
FGB70008	,ZIZI Body Wash Mild Refill 450 ml,296.458333,-0.0,Box,118361599.79847027,0.0,399252.0587993399,2020-03-31
FGB70028	,ZIZI Hand Sanitizer Liquid Food Grade 1000 ml,826.997,-0.0,Box,853810056.0000001,0.0,1032422.1925835282,2020-03-31
FGB70031	,ZIZI Hand Sanitizer Liquid Food Grade 5000 ml,494.992333,-0.0,Box,584475000.00006,0.0,1180775.8646638673,2020-03-31
FGB70033	,ZIZI Hand Sanitizer Liquid Technical Grade 1000 ml,5.0,-0.0,Box,4800000.0,0.0,960000.0,2020-03-31
FGB70034	,ZIZI Hand Sanitizer Liquid Technical Grade 5000 ml,3.0,-0.0,Box,3600000.0,0.0,1200000.0,2020-03-31
FGM80006	,ZIZI Parfum Kasturi 30 ml (pcs),30.0,-0.0,pcs,2375999.9923226777,0.0,79199.99974408926,2020-03-31
FGB80007	,ZIZI Parfum Kasturi 8 ml,96.166,-0.0,Box,16494000.0,0.0,171515.920387663,2020-03-31
FGB80008	,ZIZI Toothpaste 120 gr,54.0,-0.0,Box,44854617.515703,0.0,830641.065105611,2020-03-31
FGB70037	,ZIZI Antiseptik Alkohol 70% Food Grade 1000 ml,61.5,-0.0,Box,70083300.0,0.0,1139565.8536585364,2020-04-30
FGB70038	,ZIZI Antiseptik Alkohol 70% Food Grade 5000 ml,3.0,-0.0,Box,4095000.0,0.0,1365000.0,2020-04-30
FGB70039	,ZIZI Antiseptik Alkohol 96% Food Grade 1000 ml,20.0,-0.0,Box,22800000.0,0.0,1140000.0,2020-04-30
FGB80001	,ZIZI Aromatherapy Citrus 8 ml,19.0,-0.0,Box,2605680.0,0.0,137141.05263157893,2020-04-30
FGB80002	,ZIZI Aromatherapy Coffee 8 ml,13.0,-0.0,Box,1803600.0,0.0,138738.46153846153,2020-04-30
FGB80003	,ZIZI Aromatherapy Hot 8 ml,24.0,-0.0,Box,3210480.0,0.0,133770.0,2020-04-30
FGB80004	,ZIZI Aromatherapy Kids 8 ml,24.0,-0.0,Box,3200400.0,0.0,133350.0,2020-04-30
FGB80005	,ZIZI Aromatherapy Lemongrass 8 ml,19.0,-0.0,Box,2545200.0,0.0,133957.8947368421,2020-04-30
FGB70006	,ZIZI Body Wash Mild 100 ml,13.0,-0.0,Box,5497800.0,0.0,422907.6923076923,2020-04-30
FGB70007	,ZIZI Body Wash Mild 250 ml,26.0,-0.0,Box,14430000.0,0.0,555000.0,2020-04-30
FGB70008	,ZIZI Body Wash Mild Refill 450 ml,135.83,-0.0,Box,54477500.0,0.0,401071.1919310903,2020-04-30
FGB70043	,ZIZI Desinfektan BKC 1.25% 5000 ml,4.0,-0.0,Box,1824000.0,0.0,456000.0,2020-04-30
FGB70020	,ZIZI Hand Sanitizer Gel Food Grade 100 ml,9.0,-0.0,Box,11880000.0,0.0,1320000.0,2020-04-30
FGB70022	,ZIZI Hand Sanitizer Gel Food Grade 250 ml,1.0,-0.0,Box,1600000.0,0.0,1600000.0,2020-04-30
FGB70023	,ZIZI Hand Sanitizer Gel Food Grade Pump 500 ml,5.0,-0.0,Box,6940000.0,0.0,1388000.0,2020-04-30
FGB70028	,ZIZI Hand Sanitizer Liquid Food Grade 1000 ml,220.583,-0.0,Box,290127300.0,0.0,1315274.975859427,2020-04-30
FGB70031	,ZIZI Hand Sanitizer Liquid Food Grade 5000 ml,110.996667,-0.0,Box,152850000.0,0.0,1377068.37629638,2020-04-30
FGB70033	,ZIZI Hand Sanitizer Liquid Technical Grade 1000 ml,31.0,-0.0,Box,29760000.0,0.0,960000.0,2020-04-30
FGB70034	,ZIZI Hand Sanitizer Liquid Technical Grade 5000 ml,47.0,-0.0,Box,56400000.0,0.0,1200000.0,2020-04-30
FGB80007	,ZIZI Parfum Kasturi 8 ml,9.0,-0.0,Box,1476000.0,0.0,164000.0,2020-04-30
FGB80008	,ZIZI Toothpaste 120 gr,7.0,-0.0,Box,5968728.0,0.0,852675.4285714285,2020-04-30
FGB70037	,ZIZI Antiseptik Alkohol 70% Food Grade 1000 ml,1.0,-0.0,Box,982800.0,0.0,982800.0,2020-05-31
FGB70038	,ZIZI Antiseptik Alkohol 70% Food Grade 5000 ml,1.0,-0.0,Box,1161000.0,0.0,1161000.0,2020-05-31
FGB70039	,ZIZI Antiseptik Alkohol 96% Food Grade 1000 ml,1.0,-0.0,Box,1401179.9999999888,0.0,1401179.9999999888,2020-05-31
FGB80001	,ZIZI Aromatherapy Citrus 8 ml,11.0,-0.0,Box,1529279.9999999967,0.0,139025.45454545424,2020-05-31
FGB80002	,ZIZI Aromatherapy Coffee 8 ml,14.0,-0.0,Box,1936799.9999999888,0.0,138342.85714285637,2020-05-31
FGB80003	,ZIZI Aromatherapy Hot 8 ml,16.0,-0.0,Box,2221199.9999999944,0.0,138824.99999999965,2020-05-31
FGB80004	,ZIZI Aromatherapy Kids 8 ml,14.0,-0.0,Box,1936799.9999999944,0.0,138342.85714285675,2020-05-31
FGB80005	,ZIZI Aromatherapy Lemongrass 8 ml,7.0,-0.0,Box,973439.9999999956,0.0,139062.85714285652,2020-05-31
FGB70006	,ZIZI Body Wash Mild 100 ml,5.0,-0.0,Box,2208359.999999993,0.0,441671.99999999854,2020-05-31
FGB70007	,ZIZI Body Wash Mild 250 ml,10.0,-0.0,Box,5807999.999999992,0.0,580799.9999999991,2020-05-31
FGB70008	,ZIZI Body Wash Mild Refill 450 ml,104.0,-0.0,Box,42317099.99999999,0.0,406895.19230769214,2020-05-31
FGB70045	,ZIZI Desinfektan BKC 0.025% 1000 ml,1.666667,-0.0,Box,280000.0,0.0,167999.96640000673,2020-05-31
FGP70047	,ZIZI Desinfektan BKC 1.25% / Fg 10% 1000 ml (pcs),1.0,-0.0,pcs,87000.0,0.0,87000.0,2020-05-31
FGP70048	,ZIZI Desinfektan BKC 1.25% / Fg 15% 1000 ml (pcs),1.0,-0.0,pcs,115000.0,0.0,115000.0,2020-05-31
FGB70046	,ZIZI Desinfektan BKC 1.25% / Fg 5% 1000 ml,4.0,-0.0,Box,2736000.0,0.0,684000.0,2020-05-31
FGB70043	,ZIZI Desinfektan BKC 1.25% 5000 ml,2.666667,-0.0,Box,977900.0,0.0,366712.4541609432,2020-05-31
FGB70044	,ZIZI Desinfektan Multi Purpose BKC 1.25% 1000 ml,1.666667,-0.0,Box,600000.0,0.0,359999.9280000144,2020-05-31
FGB70020	,ZIZI Hand Sanitizer Gel Food Grade 100 ml,3.083333,-0.0,Box,2461300.0,0.0,798259.5457577886,2020-05-31
FGB70024	,ZIZI Hand Sanitizer Gel Food Grade 5000 ml,2.0,-0.0,Box,2467800.0,0.0,1233900.0,2020-05-31
FGB70028	,ZIZI Hand Sanitizer Liquid Food Grade 1000 ml,167.666667,-0.0,Box,161080000.0,0.0,960715.703855436,2020-05-31
FGB70031	,ZIZI Hand Sanitizer Liquid Food Grade 5000 ml,0.666667,-0.0,Box,659999.9999999997,0.0,989999.505000247,2020-05-31
FGB80007	,ZIZI Parfum Kasturi 8 ml,13.25,-0.0,Box,2300024.999998064,0.0,173586.792452684,2020-05-31
FGB80008	,ZIZI Toothpaste 120 gr,2.444445,-0.0,Box,2103280.0,0.0,860432.531719879,2020-05-31
FGB70037	,ZIZI Antiseptik Alkohol 70% Food Grade 1000 ml,1.0,-0.0,Box,476280.0,0.0,476280.0,2020-06-30
FGB80001	,ZIZI Aromatherapy Citrus 8 ml,49.25,-0.0,Box,6717600.0,0.0,136397.9695431472,2020-06-30
FGB80002	,ZIZI Aromatherapy Coffee 8 ml,23.333333,-0.0,Box,3154800.0,0.0,135205.71621722452,2020-06-30
FGB80003	,ZIZI Aromatherapy Hot 8 ml,52.333333,-0.0,Box,7140000.0,0.0,136433.12188810905,2020-06-30
FGB80004	,ZIZI Aromatherapy Kids 8 ml,22.25,-0.0,Box,3031200.0,0.0,136233.70786516852,2020-06-30
FGB80005	,ZIZI Aromatherapy Lemongrass 8 ml,21.25,-0.0,Box,2905200.0,0.0,136715.29411764705,2020-06-30
FGB70006	,ZIZI Body Wash Mild 100 ml,30.066667,-0.0,Box,13158530.0,0.0,437645.1170992781,2020-06-30
FGB70007	,ZIZI Body Wash Mild 250 ml,49.625,-0.0,Box,27766500.0,0.0,559526.4483627204,2020-06-30
FGB70008	,ZIZI Body Wash Mild Refill 450 ml,466.708335,-0.0,Box,184100000.14,0.0,394464.7788216596,2020-06-30
FGP70010	,ZIZI Body Wash Mild Sachet 8 ml,2.0,-0.0,set,1140000.0,0.0,570000.0,2020-06-30
FGB70043	,ZIZI Desinfektan BKC 1.25% 5000 ml,13.0,-0.0,Box,4120750.0,0.0,316980.76923076925,2020-06-30
FGB70020	,ZIZI Hand Sanitizer Gel Food Grade 100 ml,5.0,-0.0,Box,3008400.0,0.0,601680.0,2020-06-30
FGB70021	,ZIZI Hand Sanitizer Gel Food Grade 1000 ml,3.083333,-0.0,Box,1847020.0,0.0,599033.5782739004,2020-06-30
FGB70022	,ZIZI Hand Sanitizer Gel Food Grade 250 ml,1.15,-0.0,Box,798000.0,0.0,693913.0434782609,2020-06-30
FGB70024	,ZIZI Hand Sanitizer Gel Food Grade 5000 ml,3.333333,-0.0,Box,2222220.0,0.0,666666.0666666067,2020-06-30
FGB70025	,ZIZI Hand Sanitizer Gel Food Grade 60 ml,1.14,-0.0,Box,468000.0,0.0,410526.3157894737,2020-06-30
FGB70023	,ZIZI Hand Sanitizer Gel Food Grade Pump 500 ml,4.25,-0.0,Box,3126200.0,0.0,735576.4705882354,2020-06-30
FGB70027	,ZIZI Hand Sanitizer Liquid Food Grade 100 ml,15.583333,-0.0,Box,8083200.0,0.0,518708.0324857333,2020-06-30
FGB70028	,ZIZI Hand Sanitizer Liquid Food Grade 1000 ml,4.083333,-0.0,Box,1948320.0,0.0,477139.6307869086,2020-06-30
FGB70029	,ZIZI Hand Sanitizer Liquid Food Grade 250 ml,1.2,-0.0,Box,696420.0,0.0,580350.0,2020-06-30
FGB70031	,ZIZI Hand Sanitizer Liquid Food Grade 5000 ml,10.333333,-0.0,Box,5218802.5,0.0,505045.41951759416,2020-06-30
FGB70065	,ZIZI Hand Sanitizer Liquid Food Grade 60 ml,4.14,-0.0,Box,1583225.0,0.0,382421.497584541,2020-06-30
FGB70030	,ZIZI Hand Sanitizer Liquid Food Grade Pump 500 ml,4.25,-0.0,Box,2648800.0,0.0,623247.0588235294,2020-06-30
FGB70052	,ZIZI Hand Soap Strawberry 100 ml,2.1,-0.0,Box,664200.0,0.0,316285.71428571426,2020-06-30
FGB70053	,ZIZI Hand Soap Strawberry 250 ml,1.125,-0.0,Box,340300.0,0.0,302488.8888888889,2020-06-30
FGB70056	,ZIZI Hand Soap Strawberry 5000 ml,12.0,-0.0,Box,911400.0,0.0,75950.0,2020-06-30
FGB70054	,ZIZI Hand Soap Strawberry Pump 500 ml,11.55,-0.0,Box,4579500.0,0.0,396493.5064935065,2020-06-30
FGB80007	,ZIZI Parfum Kasturi 8 ml,23.0,-0.0,Box,4009500.0,0.0,174326.08695652173,2020-06-30
FGB80008	,ZIZI Toothpaste 120 gr,23.694445,-0.0,Box,19755460.0,0.0,833759.1363714153,2020-06-30
FGB70037	,ZIZI Antiseptik Alkohol 70% Food Grade 1000 ml,4.0,-0.0,Box,1905120.0,0.0,476280.0,2020-07-31
FGB80001	,ZIZI Aromatherapy Citrus 8 ml,33.0,-0.0,Box,4559760.0,0.0,138174.54545454544,2020-07-31
FGB80002	,ZIZI Aromatherapy Coffee 8 ml,17.0,-0.0,Box,2302560.0,0.0,135444.70588235295,2020-07-31
FGB80003	,ZIZI Aromatherapy Hot 8 ml,37.0,-0.0,Box,5038560.0,0.0,136177.29729729728,2020-07-31
FGB80004	,ZIZI Aromatherapy Kids 8 ml,21.0,-0.0,Box,2846160.0,0.0,135531.42857142855,2020-07-31
FGB80005	,ZIZI Aromatherapy Lemongrass 8 ml,22.0,-0.0,Box,3022560.0,0.0,137389.0909090909,2020-07-31
FGB70006	,ZIZI Body Wash Mild 100 ml,29.0,-0.0,Box,12693450.0,0.0,437705.1724137931,2020-07-31
FGB70007	,ZIZI Body Wash Mild 250 ml,23.0,-0.0,Box,13410000.0,0.0,583043.4782608696,2020-07-31
FGB70036	,ZIZI Body Wash Mild Pump 1000 ml,13.0,-0.0,Box,6679200.0,0.0,513784.6153846154,2020-07-31
FGB70035	,ZIZI Body Wash Mild Pump 500 ml,13.0,-0.0,Box,6588000.0,0.0,506769.2307692308,2020-07-31
